80b22356a6e980e8c8e1baaa4dd0359b4a6df7120fed6495ba13a9ea0e4a0c2b	Each relation means interaction between _DISEASE_ associated with _PROTEIN_.	PMID:31017923	proteins	PR:000000001	[[82..90]]	neurodegenerative disease	MONDO:0005559	[[40..65]]	null	91	Y	Each relation means interaction between neurodegenerative disease associated with proteins.	A context-based ABC model for literature-based discovery.||||||||In the literature-based discovery, considerable research has been done based on the ABC model developed by Swanson. ABC model hypothesizes that there is a meaningful relation between entity A extracted from document set 1 and entity C extracted from document set 2 through B entities that appear commonly in both document sets. The results of ABC model are relations among entity A, B, and C, which is referred as paths. A path allows for hypothesizing the relationship between entity A and entity C, or helps discover entity B as a new evidence for the relationship between entity A and entity C. The co-occurrence based approach of ABC model is a well-known approach to automatic hypothesis generation by creating various paths. However, the co-occurrence based ABC model has a limitation, in that biological context is not considered. It focuses only on matching of B entity which commonly appears in relation between two entities. Therefore, the paths extracted by the co-occurrence based ABC model tend to include a lot of irrelevant paths, meaning that expert verification is essential.||||In order to overcome this limitation of the co-occurrence based ABC model, we propose a context-based approach to connecting one entity relation to another, modifying the ABC model using biological contexts. In this study, we defined four biological context elements: cell, drug, disease, and organism. Based on these biological context, we propose two extended ABC models: a context-based ABC model and a context-assignment-based ABC model. In order to measure the performance of the both proposed models, we examined the relevance of the B entities between the well-known relations "APOE-MAPT" as well as "FUS-TARDBP". Each relation means interaction between neurodegenerative disease associated with proteins. The interaction between APOE and MAPT is known to play a crucial role in Alzheimer's disease as APOE affects tau-mediated neurodegeneration. It has been shown that mutation in FUS and TARDBP are associated with amyotrophic lateral sclerosis(ALS), a motor neuron disease by leading to neuronal cell death. Using these two relations, we compared both of proposed models to co-occurrence based ABC model.||||The precision of B entities by co-occurrence based ABC model was 27.1% for "APOE-MAPT" and 22.1% for "FUS-TARDBP", respectively. In context-based ABC model, precision of extracted B entities was 71.4% for "APOE-MAPT", and 77.9% for "FUS-TARDBP". Context-assignment based ABC model achieved 89% and 97.5% precision for the two relations, respectively. Both proposed models achieved a higher precision than co-occurrence-based ABC model.
f2f003717d30d15bf5d3981a58d9e78dcd071bcd7f47a9e5b8d71181ad2f00a8	Paired Like homeobox 2B (_PROTEIN_) is a gene crucial for the differentiation of the neural lineages of the autonomic nervous system (ANS), whose coding mutations cause _DISEASE_ (CCHS).	PMID:31444792	PHOX2B	PR:000012672	[[25..31]]	congenital central hypoventilation syndrome	MONDO:0008852	[[166..209]]	null	217	Y	Paired Like homeobox 2B (PHOX2B) is a gene crucial for the differentiation of the neural lineages of the autonomic nervous system (ANS), whose coding mutations cause congenital central hypoventilation syndrome (CCHS).	Causative and common PHOX2B variants define a broad phenotypic spectrum.||||||||Paired Like homeobox 2B (PHOX2B) is a gene crucial for the differentiation of the neural lineages of the autonomic nervous system (ANS), whose coding mutations cause congenital central hypoventilation syndrome (CCHS). The vast majority of PHOX2B mutations in CCHS is represented by expansions of a polyalanine region in exon 3, collectively defined PARMs (PolyAlanine Repeat Mutations), the minority being frameshift, missense and nonsense mutations, defined as NPARMs (Non-PARMs). While PARMs are nearly exclusively associated with isolated CCHS, most of NPARMs is detected in syndromic CCHS, presenting with neuroblastoma and/or Hirschsprung disease. More recently, evidence of a complex role of PHOX2B in the pathogenesis of a wider spectrum of ANS disorders has emerged. Indeed, common and hypomorphic PHOX2B variants, including synonymous, polyalanine-contractions, gene deletions may influence the occurrence of either apparent life-threatening event (ALTE), Sudden Infant Death Syndrome (SIDS), neuroblastoma, or isolated HSCR, likely through small effects on PHOX2B expression levels. After an introduction to the role of PHOX2B in the ANS development, causative mutations, common variants, and gene expression deregulation of the PHOX2B gene are discussed, though the involvement of synonymous variants and contractions requires further confirmations with respect to ANS disorders and molecular mechanisms underlying the PHOX2B phenotypic heterogeneity.
3f8717a5951c9eb9018b1504283602811493dc1da9bd310789eeda03abb38418	Peripheral myelin _PROTEIN_ 2 - a novel cluster of mutations causing Charcot-Marie-Tooth _DISEASE_.	PMID:31412900	protein	PR:000000001	[[18..25]]	neuropathy	MONDO:0005244	[[87..97]]	null	98	Y	Peripheral myelin protein 2 - a novel cluster of mutations causing Charcot-Marie-Tooth neuropathy.	Peripheral myelin protein 2 - a novel cluster of mutations causing Charcot-Marie-Tooth neuropathy.||||||||Charcot-Marie-Tooth (CMT) disease is the most common inherited neuromuscular disorder characterized by wide clinical, genetic and pathomechanistic heterogeneity. Recently, the gene encoding peripheral myelin protein 2 (PMP2) was identified as a novel cause for CMT neuropathy with three mutations that structurally cluster together (p.Ile43Asn, p.Thr51Pro, p.Ile52Thr) reported in five families.||||Using whole exome sequencing and cohort screening we identified two novel missense substitutions in PMP2 in Bulgarian (p.Met114Thr, c.341C > T) and German (p.Val115Ala, c.344 T > C) families. The mutations affect adjacent and highly conserved amino acid residues outside of the known mutation-rich region in the protein. Crystal structure analysis positions the affected residues within a cluster of highly conserved fatty acid coordinating residues implying their functional significance. The clinical, electrophysiological and imaging features in both families were consistent with a childhood onset polyneuropathy with variable patterns of demyelination, slow to very slow progression, and most severe involvement of the peroneal muscles.||||We expand the genetic and phenotypic spectrum of PMP2-related peripheral neuropathy. Our findings reveal a second mutational cluster in the protein.
dcc6ca94e841b1f953eea5b538b3bfa51851f62fe51cfd4b4ed00de2c0d16538	A case report: X-linked _PROTEIN_ gene mutation causing severe isolated _DISEASE_.	PMID:31449615	dystrophin	PR:000006537	[[24..34]]	dilated cardiomyopathy	MONDO:0005021	[[73..95]]	null	96	Y	A case report: X-linked dystrophin gene mutation causing severe isolated dilated cardiomyopathy.	A case report: X-linked dystrophin gene mutation causing severe isolated dilated cardiomyopathy.||||||||X-linked dilated cardiomyopathy (XLDCM) is a rare but rapidly progressive cardiomyopathy caused by dystrophin gene mutation. Mutations are more often associated with Duchenne and Becker Muscular Dystrophy, which are characterized by skeletal muscle weakness or limb girdle dystrophy. However, patients with isolated XLDCM have normal skeletal muscle but complete dystrophin loss in cardiac muscle resulting in isolated myocardial involvement without overt signs of skeletal myopathy.||||A previously well 16-year-old boy developed sudden onset dense left-sided weakness and facial droop. Computed tomography (CT) angiography and CT brain showed an occluded right internal carotid artery extending to the right middle cerebral artery. He underwent successful endovascular clot retrieval but developed frank pulmonary oedema and cardiogenic shock requiring inotropic support and intubation. Transthoracic echocardiography demonstrated severe left ventricular (LV) cardiomyopathy and an apical thrombus. Subsequent cardiac magnetic resonance (CMR) imaging confirmed the LV parameters and diffuse late gadolinium enhancement. Despite absence of skeletal manifestations, subsequent genetic testing revealed an X-linked dystrophin gene mutation [c.31+G>T (IVS1G>T)]. He was commenced on empirical heart failure therapy and underwent successful cardiac transplantation.||||X-linked dilated cardiomyopathy is a rare, rapidly progressing cardiomyopathy. Patients show normal skeletal muscle dystrophin but absent expression in cardiac muscle, resulting fibrosis, and atrophy. About 20% of affected young males have significantly reduced survival and thus the diagnosis must be considered in cases of idiopathic cardiomyopathy with CMR and genetic testing key to the diagnosis. Whilst evidence exists for empirical heart failure medications, cardiac transplantation remains the definitive treatment.
1ed299c38c8ed86bb3672ad13b2b8660d657e41c3eeee362348298417fffea19	_PROTEIN_ mutations cause mtDNA depletion, manifesting as _DISEASE_ with cerebellar involvement.	PMID:31463572	MSTO1	PR:000010685	[[0..5]]	muscular dystrophy	MONDO:0020121	[[54..72]]	null	101	Y	MSTO1 mutations cause mtDNA depletion, manifesting as muscular dystrophy with cerebellar involvement.	MSTO1 mutations cause mtDNA depletion, manifesting as muscular dystrophy with cerebellar involvement.||||||||MSTO1 encodes a cytosolic mitochondrial fusion protein, misato homolog 1 or MSTO1. While the full genotype-phenotype spectrum remains to be explored, pathogenic variants in MSTO1 have recently been reported in a small number of patients presenting with a phenotype of cerebellar ataxia, congenital muscle involvement with histologic findings ranging from myopathic to dystrophic and pigmentary retinopathy. The proposed underlying pathogenic mechanism of MSTO1-related disease is suggestive of impaired mitochondrial fusion secondary to a loss of function of MSTO1. Disorders of mitochondrial fusion and fission have been shown to also lead to mitochondrial DNA (mtDNA) depletion, linking them to the mtDNA depletion syndromes, a clinically and genetically diverse class of mitochondrial diseases characterized by a reduction of cellular mtDNA content. However, the consequences of pathogenic variants in MSTO1 on mtDNA maintenance remain poorly understood. We present extensive phenotypic and genetic data from 12 independent families, including 15 new patients harbouring a broad array of bi-allelic MSTO1 pathogenic variants, and we provide functional characterization from seven MSTO1-related disease patient fibroblasts. Bi-allelic loss-of-function variants in MSTO1 manifest clinically with a remarkably consistent phenotype of childhood-onset muscular dystrophy, corticospinal tract dysfunction and early-onset non-progressive cerebellar atrophy. MSTO1 protein was not detectable in the cultured fibroblasts of all seven patients evaluated, suggesting that pathogenic variants result in a loss of protein expression and/or affect protein stability. Consistent with impaired mitochondrial fusion, mitochondrial networks in fibroblasts were found to be fragmented. Furthermore, all fibroblasts were found to have depletion of mtDNA ranging from 30 to 70% along with alterations to mtDNA nucleoids. Our data corroborate the role of MSTO1 as a mitochondrial fusion protein and highlight a previously unrecognized link to mtDNA regulation. As impaired mitochondrial fusion is a recognized cause of mtDNA depletion syndromes, this novel link to mtDNA depletion in patient fibroblasts suggests that MSTO1-deficiency should also be considered a mtDNA depletion syndrome. Thus, we provide mechanistic insight into the disease pathogenesis associated with MSTO1 mutations and further define the clinical spectrum and the natural history of MSTO1-related disease.
8aec6e095c2a53d46f5c288dbe48ab44e1ec58793cb6d27f401189a917d34c91	Mutated C/EBP? acts as a regulator of both the inflammasome and interferome, and the _PROTEIN_219His mutation causes the first human monogenic neomorphic and noncanonical inflammasomopathy/_DISEASE_.	PMID:31201888	Arg	PR:000003583	[[85..88]]	immunodeficiency	MONDO:0021094	[[183..199]]	null	200	Y	Mutated C/EBP? acts as a regulator of both the inflammasome and interferome, and the Arg219His mutation causes the first human monogenic neomorphic and noncanonical inflammasomopathy/immunodeficiency.	Gain-of-function CEBPE mutation causes noncanonical autoinflammatory inflammasomopathy.||||||||CCAAT enhancer-binding protein epsilon (C/EBPε) is a transcription factor involved in late myeloid lineage differentiation and cellular function. The only previously known disorder linked to C/EBPε is autosomal recessive neutrophil-specific granule deficiency leading to severely impaired neutrophil function and early mortality.||||The aim of this study was to molecularly characterize the effects of C/EBPε transcription factor Arg219His mutation identified in a Finnish family with previously genetically uncharacterized autoinflammatory and immunodeficiency syndrome.||||Genetic analysis, proteomics, genome-wide transcriptional profiling by means of RNA-sequencing, chromatin immunoprecipitation (ChIP) sequencing, and assessment of the inflammasome function of primary macrophages were performed.||||Studies revealed a novel mechanism of genome-wide gain-of-function that dysregulated transcription of 464 genes. Mechanisms involved dysregulated noncanonical inflammasome activation caused by decreased association with transcriptional repressors, leading to increased chromatin occupancy and considerable changes in transcriptional activity, including increased expression of NLR family, pyrin domain-containing 3 protein (NLRP3) and constitutively expressed caspase-5 in macrophages.||||We describe a novel autoinflammatory disease with defective neutrophil function caused by a homozygous Arg219His mutation in the transcription factor C/EBPε. Mutated C/EBPε acts as a regulator of both the inflammasome and interferome, and the Arg219His mutation causes the first human monogenic neomorphic and noncanonical inflammasomopathy/immunodeficiency. The mechanism, including widely dysregulated transcription, is likely not unique for C/EBPε. Similar multiomics approaches should also be used in studying other transcription factor-associated diseases.
b637f713abaf5e5aa8174cc1291cbc9cf3c2952b2ad113379faccae166ecf019	Mutations in leucine-rich repeat kinase 2 (LRRK2) gene (_PROTEIN_ G2019S) is a representative autosomal dominant mutation that can cause _DISEASE_ (PD).	PMID:31731184	LRRK2	PR:000003033	[[56..61]]	Parkinson's disease	MONDO:0005180	[[133..152]]	null	158	Y	Mutations in leucine-rich repeat kinase 2 (LRRK2) gene (LRRK2 G2019S) is a representative autosomal dominant mutation that can cause Parkinson's disease (PD).	Generation of gene-corrected iPSC line, KIOMi002-A, from Parkinson's disease patient iPSC with LRRK2 G2019S mutation using BAC-based homologous recombination.||||||||Mutations in leucine-rich repeat kinase 2 (LRRK2) gene (LRRK2 G2019S) is a representative autosomal dominant mutation that can cause Parkinson's disease (PD). A bacterial artificial chromosome-based homologous recombination (BAC-based HR) system was utilized for gene therapy of LRRK2 G2019S-mutant induced pluripotent stem cells (iPSCs) produced by reprogramming episomal vectors. The gene-corrected iPSCs retained typical pluripotency required for their spontaneous differentiation into differentiated cells. The iPSCs had a normal karyotype and were confirmed to have no off-target sites by melting curve analysis.
0d5a0e3f912828f76fbbc6d32d3d95d7a56671140c60b3b39e425aee086afc50	_PROTEIN_ mutations cause 3-4% of POAG cases with IOP >21?mmHg, while mutations in OPTN, TBK1, and MYOC each cause ?1% of POAG with IOP ?21?mmHg, i.e. _DISEASE_.	PMID:31238079	MYOC	PR:000010873	[[0..4]]	normal tension glaucoma	MONDO:0006837	[[146..169]]	null	170	Y	MYOC mutations cause 3-4% of POAG cases with IOP >21?mmHg, while mutations in OPTN, TBK1, and MYOC each cause ?1% of POAG with IOP ?21?mmHg, i.e. normal tension glaucoma.	Mendelian genes in primary open angle glaucoma.||||||||Mutations in each of three genes, myocilin (MYOC), optineurin (OPTN), and TANK binding kinase 1 (TBK1), may cause primary open-angle glaucoma (POAG) that is inherited as a Mendelian trait. MYOC mutations cause 3-4% of POAG cases with IOP >21 mmHg, while mutations in OPTN, TBK1, and MYOC each cause ∼1% of POAG with IOP ≤21 mmHg, i.e. normal tension glaucoma. Identification of these disease-causing genes has provided insights into glaucoma pathogenesis. Mutations in MYOC cause a cascade of abnormalities in the trabecular meshwork including intracellular retention of MYOC protein, decreased aqueous outflow, higher intraocular pressure, and glaucoma. Investigation of MYOC mutations demonstrated that abnormal retention of intracellular MYOC and stimulation of endoplasmic reticular (ER) stress may be important steps in the development of MYOC-associated glaucoma. Mutations in OPTN and TBK1 cause a dysregulation of autophagy which may directly cause retinal ganglion cell damage and normal tension glaucoma. Discovery of these Mendelian causes of glaucoma has also provided a new set of potential therapeutic targets that may ultimately lead to novel, gene-directed glaucoma treatments.
6bc43fee0a0b0a1e3c70f528690a24375e259befa0021992eb8705f6e07a37e3	The present study aimed to identify _PROTEIN_ mutations causing _DISEASE_ in a Chinese family.	PMID:31638247	PKHD1	PR:000012777	[[36..41]]	ARPKD	MONDO:0009889	[[60..65]]	null	86	Y	The present study aimed to identify PKHD1 mutations causing ARPKD in a Chinese family.	Novel compound heterozygous PKHD1 mutations cause autosomal recessive polycystic kidney disease in a Han Chinese family.||||||||Autosomal recessive polycystic kidney disease (ARPKD) is a hereditary fibrocystic disease that primarily involves the kidneys and hepatobiliary tract. The polycystic kidney and hepatic disease 1 (PKHD1) gene is the only gene implicated in ARPKD. The present study aimed to identify PKHD1 mutations causing ARPKD in a Chinese family. A couple that underwent prenatal genetic diagnosis for ARPKD and their families were recruited for the present study. Genomic DNA was collected from the amniotic fluid of the fetus (proband) and from peripheral blood of all other available family members. Targeted exome sequencing was performed on the couple and the proband, followed by direct Sanger sequencing on other family members and normal controls to confirm candidate pathogenic variants. Two novel compound heterozygous mutations in the PKHD1 gene were identified as causative in the proband, including maternally inherited c.2876C>T (p.Ser959Phe) and paternally inherited c.5772C>A (p.Phe1924Leu). Each mutation was found to co‑segregate with the ARPKD phenotype in the family. Other family members either carried one of the two mutations or lacked both mutations, while the mutations were not found in 576 ethnically matched normal controls. Therefore, two novel compound heterozygous PKHD1 mutations were implicated in causing ARPKD in a Han Chinese family. The results expand the mutation spectrum of PKHD1 that leads to ARPKD, which may improve genetic counseling and prenatal diagnosis for families with ARPKD.
c574150c6409075e8e07c932bc670d554d08df4566cf8889479352463c2102c6	The present study aims at assessing the occurrence of mtDNA mutations in _PROTEIN_ gene in FAP patients and attempts to find out the cause and effect relationship between mitochondrial mutations and _DISEASE_ progression.	PMID:31552592	COX1	PR:000013427	[[73..77]]	tumor	MONDO:0005070	[[194..199]]	null	212	Y	The present study aims at assessing the occurrence of mtDNA mutations in COX1 gene in FAP patients and attempts to find out the cause and effect relationship between mitochondrial mutations and tumor progression.	Detection of novel mitochondrial mutations in cytochrome C oxidase subunit 1 (COX1) in patients with familial adenomatous polyposis (FAP).||||||||Familial adenomatous polyposis (FAP) is an Autosomal dominant inherited disorder and a rare form‌ of colorectal cancer (CRC) that is characterized by the development of hundreds to thousands of adenomas in the rectum and colon. Mostly, cancers develop after the advent of the polyps. It appears in both sexes evenly, and the occurrence of the disease is in the second decade of life. Mitochondrial genome mutations have been reported with a variety of Tumors, but the precise role of these mutations in the pathogenicity and tumor progression is not exactly clear. Cytochrome c oxidase subunit I (COX1) is the terminal enzyme of the mitochondrial respiratory chain. The present study aims at assessing the occurrence of mtDNA mutations in COX1 gene in FAP patients and attempts to find out the cause and effect relationship between mitochondrial mutations and tumor progression.||||In this study, 56 FAP patients were investigated for the presence of the mutations in mitochondrial COX1 coding gene by PCR and sequencing analysis. All sequences that differed from the revised Cambridge Reference Sequence (rCRS) were classified as missense/ nonsense or silent mutations. Functional genomic studies using Bio-informatics tools were performed on the founded mutations to understand the downstream alterations in structure and function of protein.||||We identified 38 changes in the COX1 gene in patients with FAP symptoms. Most of them were heteroplasmic changes of missense type (25/38). Tree of the changes (G6145A, C6988A, and T7306G) were nonsense mutations and had not been reported in the literature before. Our results of bioinformatics predictions showed that the identified mutations can affect mitochondrial functions, especially if the conservative domain of the protein is concerned.||||Our findings indicate a high frequency of mtDNA mutations in all of the FAP cases compared to matched controls. These data significantly enhance our understanding of how such mutations contribute to cancer pathologies and develop the cancer treatment methods by new diagnostic biomarkers, and new drugs for gene therapy.
063209cb1e7fe37c64d83b860b7e77f712914c410fe88c9d227a07f9f4418427	The S52F _PROTEIN_ Mutation Inhibits STAT3 Signaling and Causes _DISEASE_.	PMID:31199666	FOXF1	PR:000007621	[[9..14]]	Alveolar Capillary Dysplasia	MONDO:0009934	[[60..88]]	null	89	Y	The S52F FOXF1 Mutation Inhibits STAT3 Signaling and Causes Alveolar Capillary Dysplasia.	The S52F FOXF1 Mutation Inhibits STAT3 Signaling and Causes Alveolar Capillary Dysplasia.|||||||| FOXF1 acts through STAT3 to stimulate neonatal lung angiogenesis. Nanoparticle delivery of STAT3 is a promising strategy to treat ACDMPV associated with decreased STAT3 signaling.
5758c70bfba27b423f53c481f79e87db599fc286756409abe9aa3fffd6b78c30	Therefore, we confirm that _PROTEIN_ N546K is a plausible causative mutation of ECCL patients and could be associated with a risk of _DISEASE_ development.	PMID:31173478	FGFR1	PR:Q90Z00	[[27..32]]	brain tumor	MONDO:0021211	[[129..140]]	null	153	Y	Therefore, we confirm that FGFR1 N546K is a plausible causative mutation of ECCL patients and could be associated with a risk of brain tumor development.	Sensitive detection of FGFR1 N546K mosaic mutation in patient with encephalocraniocutaneous lipomatosis and pilocytic astrocytoma.||||||||Encephalocraniocutaneous lipomatosis (ECCL) is a rare neurocutaneous disorder, with only about 100 cases reported worldwide. It is characterized by congenital lesions of the eye, skin, and central nervous system. Only recently, potential causative FGFR1 point mutations have been identified in brain tumors and cultured skin biopsies from patients with this condition. Here, we analyzed the molecular status of a patient with ECCL and a coexisting pilocytic astrocytoma with detected FGFR1 N546K mutation. The presence of the alteration in both affected and unaffected tissues has been evaluated using Sanger sequencing and droplet digital polymerase chain reaction (ddPCR) technique. The ddPCR analysis showed differential distribution of the alteration in all specimens, including unaffected and untreated samples. Therefore, we confirm that FGFR1 N546K is a plausible causative mutation of ECCL patients and could be associated with a risk of brain tumor development. We also show the usefulness of sensitive ddPCR method for detection of low levels of autosomal mosaic mutation in blood or swabs. We suggest that utilization of this method may improve the diagnostic process, especially when targeted therapies are considered.
1bb153f6351eaf57fee82e13685c7fbe19cc0679a7156dc97da1c6da7cad5318	We report familial cases of a novel _PROTEIN_ mutation causing HDLS similar to _DISEASE_.	PMID:31093799	CSF1R	PR:000002062	[[36..41]]	hydrocephalus	MONDO:0001150	[[75..88]]	null	89	Y	We report familial cases of a novel CSF1R mutation causing HDLS similar to hydrocephalus.	A novel CSF-1R mutation in a family with hereditary diffuse leukoencephalopathy with axonal spheroids misdiagnosed as hydrocephalus.||||||||Hereditary diffuse leukoencephalopathy with axonal spheroids (HDLS) is a rare autosomal dominant disease caused by mutations in the colony stimulating factor 1 receptor (CSF1R) gene that often results in cognitive impairment, psychiatric disorders, motor dysfunction and seizure. We report familial cases of a novel CSF1R mutation causing HDLS similar to hydrocephalus. The patients initially presented with a gait disturbance and then developed progressive cognitive decline, urinary incontinence, epileptic seizures and became bedridden as the disease progressed. A brain magnetic resonance imaging (MRI) scan revealed striking ventricular enlargement and diffuse brain atrophy with frontotemporal predominance, which was later accompanied by white matter changes. Genetic testing in this family showed a novel c.2552T>C (p.L851P) mutation in exon 19 of the CSF1R gene. However, three gene carriers in the family remained clinically asymptomatic. Because of its heterogeneous clinical phenotypes, HDLS patients are often misdiagnosed with other diseases. This is the first genetically proven HDLS case resembling hydrocephalus, and the clinical symptoms of HDLS may be related to the specific genetic mutation.
3a3108f1fe396ba12b8944a349c858a975e2afa56c26beabd3bc5f1b14b9dca8	X-linked dominant chondrodysplasia punctata (Conradi-Hunermann-Happle syndrome, CDPX2) caused by mutations in the emopamil-binding protein (_PROTEIN_) gene and congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD) syndrome caused by mutation in the NAD(P)H steroid dehydrogenase-like (NSDHL) gene are rare, typically male lethal _DISEASE_.	PMID:31034146	EBP	PR:000006870	[[140..143]]	disorders	MONDO:0000001	[[344..353]]	null	354		X-linked dominant chondrodysplasia punctata (Conradi-Hunermann-Happle syndrome, CDPX2) caused by mutations in the emopamil-binding protein (EBP) gene and congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD) syndrome caused by mutation in the NAD(P)H steroid dehydrogenase-like (NSDHL) gene are rare, typically male lethal disorders.	Male CDPX2 patient with EBP mosaicism and asymmetrically lateralized skin lesions with strict midline demarcation.||||||||X-linked dominant chondrodysplasia punctata (Conradi-Hunermann-Happle syndrome, CDPX2) caused by mutations in the emopamil-binding protein (EBP) gene and congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD) syndrome caused by mutation in the NAD(P)H steroid dehydrogenase-like (NSDHL) gene are rare, typically male lethal disorders. CDPX2 skin lesions are characterized by transient severe congenital ichthyosis following the lines of Blaschko, whereas in CHILD syndrome, the lesions show striking lateralization. Here, we report a male CDPX2 patient with postzygotic mosaicism of the EBP gene presenting with lateralized skin lesions with strict midline demarcation as seen in CHILD syndrome (although this diagnosis was ruled out based on analysis of NSDHL), but also partly distributed along Blaschko's lines as seen in CDPX2. The lesions resolved within a few months, but the patient had other abnormalities, including shortening of the limbs, epiphyseal stippling, and forearm asymmetry; he also had problems with respiration and feeding in the first 4 years after birth. Kyphoscoliosis with dysplastic vertebral bodies progressed rapidly and required posterior spinal fusion surgery at 6 years old. These findings provide insights into the pathophysiology of CDPX2 and the mechanism of asymmetric lesion formation during development.97254ec0bb99c7158c281d0c55f9249cf5ba0b70f7d2d3ab7336681ac00cbfa9	We dicuss currently defined syndromes detected by multiple-gene panel next-generation sequencing; these include constitutional mismatch repair deficiency (biallelic MLH1, MSH2, MSH6, PMS2 gene mutations), gastric adenocarcinoma and proximal polyposis of the stomach (APC gene), _PROTEIN_-associated _DISEASE_, polymerase proofreading-associated polyposis (POLD1, POLE genes), juvenile polyposis (SMAD4, BMPR1A genes), and serrated polyposis syndromes.	PMID:31409085	NTHL1	PR:000011461	[[278..283]]	polyposis	MONDO:0000147	[[295..304]]	null	447	Y	We dicuss currently defined syndromes detected by multiple-gene panel next-generation sequencing; these include constitutional mismatch repair deficiency (biallelic MLH1, MSH2, MSH6, PMS2 gene mutations), gastric adenocarcinoma and proximal polyposis of the stomach (APC gene), NTHL1-associated polyposis, polymerase proofreading-associated polyposis (POLD1, POLE genes), juvenile polyposis (SMAD4, BMPR1A genes), and serrated polyposis syndromes.	An Update on Inherited Colon Cancer and Gastrointestinal Polyposis.||||||||It is estimated that 5-10% of colorectal cancers arise due to a known genetic syndrome. Individuals with these cancer syndromes are also at risk of extracolonic cancers. Polyposis and nonpolyposis hereditary syndromes are generally recognized. Inclusion of next-generation sequencing technology, especially multiple-gene panel testing, in routine laboratory practice has made identifying the causes of these diseases significantly easier.||||To summarize current knowledge of the causes, clinical manifestations, diagnostic criteria, and recommendations for presymptomatic screening of individuals at risk of hereditary gastrointestinal polyposis and colorectal cancer syndromes. We dicuss currently defined syndromes detected by multiple-gene panel next-generation sequencing; these include constitutional mismatch repair deficiency (biallelic MLH1, MSH2, MSH6, PMS2 gene mutations), gastric adenocarcinoma and proximal polyposis of the stomach (APC gene), NTHL1-associated polyposis, polymerase proofreading-associated polyposis (POLD1, POLE genes), juvenile polyposis (SMAD4, BMPR1A genes), and serrated polyposis syndromes. Another aim is to summarize recent knowledge about well-known syndromes, including hereditary nonpolyposis colon cancer (Lynch syndrome), familial adenomatous polyposis, MUTYH-associated polyposis, and Peutz-Jeghers and Cowden/PTEN hamartoma tumor syndromes.||||Awareness of hereditary polyposis/colon cancer syndromes enables early diagnosis and prevention of cancer in affected individuals and their relatives. Genetic counseling, presymptomatic testing of at-risk individuals, and efficient screening may be beneficial for affected families. Thank to Lenka Foretová, M.D., PhD, (Masaryk Memorial Cancer Institute, Brno) for a critical review of the manuscript and valuable advices. The author declares she has no potential conflicts of interest concerning drugs, products, or services used in the study. The Editorial Board declares that the manuscript met the ICMJE recommendation for biomedical papers. Submitted: 1. 3. 2019 Accepted: 6. 6. 2019.
01d406fe7c41f9f60f3c3bb05cdaec6dedbb0496d6526b5ca8603ebdb6bf9a15	Here we show that in the 2.7% and 1.8% of patients with advanced-stage cancer and?germline pathogenic or somatic loss-of-function alterations in BRCA1/2, respectively, selective pressure for biallelic inactivation, zygosity-dependent phenotype penetrance, and sensitivity to PARP inhibition were observed only in tumour types associated with increased heritable cancer risk in BRCA1/2 carriers (_PROTEIN_-associated _DISEASE_ types).	PMID:31292550	BRCA	PR:000004804	[[395..399]]	cancer	MONDO:0004992	[[411..417]]	null	425	Y	Here we show that in the 2.7% and 1.8% of patients with advanced-stage cancer and?germline pathogenic or somatic loss-of-function alterations in BRCA1/2, respectively, selective pressure for biallelic inactivation, zygosity-dependent phenotype penetrance, and sensitivity to PARP inhibition were observed only in tumour types associated with increased heritable cancer risk in BRCA1/2 carriers (BRCA-associated cancer types).	Tumour lineage shapes BRCA-mediated phenotypes.||||||||. However, the phenotypic and therapeutic relevance of mutations in BRCA1 or BRCA2 remains poorly defined in most cancer types. Here we show that in the 2.7% and 1.8% of patients with advanced-stage cancer and germline pathogenic or somatic loss-of-function alterations in BRCA1/2, respectively, selective pressure for biallelic inactivation, zygosity-dependent phenotype penetrance, and sensitivity to PARP inhibition were observed only in tumour types associated with increased heritable cancer risk in BRCA1/2 carriers (BRCA-associated cancer types). Conversely, among patients with non-BRCA-associated cancer types, most carriers of these BRCA1/2 mutation types had evidence for tumour pathogenesis that was independent of mutant BRCA1/2. Overall, mutant BRCA is an indispensable founding event for some tumours, but in a considerable proportion of other cancers, it appears to be biologically neutral-a difference predominantly conditioned by tumour lineage-with implications for disease pathogenesis, screening, design of clinical trials and therapeutic decision-making.
